,price,resid_area,air_qual,room_num,age,dist1,teachers,n_hos_beds,parks,airport_NO,airport_YES,poor_prop_log,crime_rate_log
451,15.2,48.1,0.713,6.655,98.2,2.51,19.8,8.104,0.061385953,0,1,2.930126516455997,1.862705543083853
452,16.1,48.1,0.713,6.297,91.8,2.48,19.8,6.722,0.064521583,1,0,2.9052603703899154,1.8066759959463214
453,17.8,48.1,0.713,7.393,99.3,2.77,19.8,5.956,0.069112577,0,1,2.8758219768814333,2.224417043716578
454,14.4,48.1,0.713,6.728,94.1,2.5,19.8,5.888,0.066068471,1,0,2.9811261211646287,2.3526725106043593
455,14.1,48.1,0.713,6.525,86.5,2.61,19.8,7.782,0.061925584,1,0,2.9512577834521614,1.749611943801969
456,12.7,48.1,0.713,5.976,87.9,2.65,19.8,7.154,0.06376258,1,0,2.996232148595642,1.7349827472403847
457,13.5,48.1,0.713,5.936,80.3,2.86,19.8,8.87,0.074872202,1,0,2.88703285663065,2.219266525546099
458,14.9,48.1,0.713,6.301,83.7,3.1,19.8,5.598,0.064939128,1,0,2.8466520505398383,2.1693085250418154
459,20.0,48.1,0.713,6.081,84.4,2.74,19.8,5.4,0.072635554,0,1,2.7536607123542622,2.0542737224466707
460,16.4,48.1,0.713,6.701,90.0,2.9,19.8,9.428,0.060878559,0,1,2.857618971424357,1.7599471129733726
461,17.7,48.1,0.713,6.376,88.4,2.82,19.8,9.854,0.062928764,0,1,2.750470916986162,1.546095475702301
462,19.5,48.1,0.713,6.317,83.0,3.04,19.8,5.89,0.070732691,1,0,2.7073833121145063,2.035348578369212
463,20.2,48.1,0.713,6.513,89.9,3.06,19.8,8.804,0.075168226,0,1,2.4239173781615704,1.9200280793412094
464,21.4,48.1,0.655,6.209,65.4,3.16,19.8,7.828,0.057674333,1,0,2.6546494243750947,2.1792099506138976
465,19.9,48.1,0.655,5.759,48.2,3.26,19.8,9.998,0.065980125,1,0,2.7166795278002644,1.4263800846591763
466,19.0,48.1,0.655,5.952,84.7,3.13,19.8,8.38,0.057142887,0,1,2.8986705607108596,1.5633897854422463
467,19.1,48.1,0.584,6.003,94.5,2.64,19.8,9.482,0.050545377,1,0,3.1054831375131102,1.690516391203815
468,19.1,48.1,0.58,5.926,71.0,2.96,19.8,5.882,0.049370098,1,0,2.9512577834521614,2.807937767457695
469,20.1,48.1,0.58,5.713,56.7,3.02,19.8,6.302,0.051188122,1,0,2.757475084429733,2.6444072787962525
470,19.9,48.1,0.58,6.167,84.0,3.22,19.8,5.598,0.063720531,1,0,2.850128299695199,1.6768703671037264
471,19.6,48.1,0.532,6.229,90.7,3.28,19.8,8.692,0.04747729,0,1,2.6297282343267403,1.6170905561197193
472,23.2,48.1,0.58,6.437,75.0,3.04,19.8,8.464,0.063409461,0,1,2.731766727719526,1.5192243229211484
473,29.8,48.1,0.614,6.98,67.6,2.77,19.8,7.396,0.062915696,0,1,2.5384474167160302,1.7311049511313974
474,13.8,48.1,0.584,5.427,95.4,2.61,19.8,9.076,0.049707252,1,0,2.9517803860248084,2.203404332146021
475,13.3,48.1,0.584,6.162,97.4,2.5,19.8,9.066,0.063035421,0,1,3.2228678461377385,2.000549838013637
476,16.7,48.1,0.614,6.484,93.6,2.58,19.8,6.134,0.056696324,0,1,2.9796028916241073,1.7700948094248417
477,12.0,48.1,0.614,5.304,97.3,2.28,19.8,9.34,0.061921548,1,0,3.2546289945740186,2.774050153828231
478,14.6,48.1,0.614,6.185,96.7,2.29,19.8,5.292,0.065217793,0,1,2.946016681308058,2.418855874659432
479,21.4,48.1,0.614,6.229,88.0,2.27,19.8,6.128,0.063157529,1,0,2.6468837658647226,2.730053020578551
480,23.0,48.1,0.532,6.242,64.7,3.48,19.8,8.56,0.046089256,1,0,2.4630018143999504,1.9204472756044826
481,23.7,48.1,0.532,6.75,74.9,3.44,19.8,6.974,0.046987414,1,0,2.167910189667444,1.9033276772324317
482,25.0,48.1,0.532,7.061,77.0,3.67,19.8,5.5,0.058384238,1,0,2.080690761080268,1.9067474913596385
483,21.8,48.1,0.532,5.762,40.3,4.41,19.8,9.636,0.048221723,1,0,2.435366204227864,1.3398262488998969
484,20.6,48.1,0.583,5.871,41.9,3.93,19.8,8.112,0.060860495,0,1,2.663052835171474,1.2174525430495582
485,21.2,48.1,0.583,6.312,51.9,4.03,19.8,9.024,0.049993542,1,0,2.449279472144849,1.5419446302865207
486,19.1,48.1,0.583,6.114,79.8,3.55,19.8,8.582,0.059506497,0,1,2.7713379403381286,1.9008754243872985
487,20.6,48.1,0.583,5.905,53.2,3.36,19.8,8.412,0.062054499,1,0,2.5217206229107165,1.763989083482614
488,15.2,57.74,0.609,5.454,92.7,2.1,19.9,6.004,0.060475976,1,0,2.947591898226056,0.14050948897951462
489,7.0,57.74,0.609,5.414,98.3,2.08,19.9,9.84,0.065888635,1,0,3.217675104291682,0.16836630025465416
490,8.1,57.74,0.609,5.093,98.0,1.97,19.9,9.162,0.062741536,0,1,3.4236109764990554,0.18851897970190704
491,13.6,57.74,0.609,5.983,98.8,1.96,19.9,7.072,0.056278464,1,0,2.9481164196123277,0.10051479408986363
492,20.1,57.74,0.609,5.983,83.5,2.25,19.9,8.902,0.062228045,0,1,2.66374994220563,0.10554849798804096
493,21.8,39.69,0.585,5.707,54.0,2.7,20.8,5.936,0.058020893,0,1,2.565718292524414,0.15982881438052338
494,24.5,39.69,0.585,5.926,42.6,2.55,20.8,8.79,0.054577495,0,1,2.6803363625346943,0.24652408399188344
495,23.1,39.69,0.585,5.67,28.8,3.08,20.8,8.462,0.055591669,1,0,2.9231615807191558,0.16465813975505653
496,19.7,39.69,0.585,5.39,72.9,2.86,20.8,7.9990000000000006,0.061026488,1,0,3.0973859272804907,0.25433209277022684
497,18.3,39.69,0.585,5.794,70.6,3.04,20.8,5.366,0.057946368,0,1,2.714694743820879,0.23774049566117808
498,21.2,39.69,0.585,6.019,65.3,2.68,20.8,5.824,0.054545842,0,1,2.6333266549062735,0.21440145025736632
499,17.5,39.69,0.585,5.569,73.5,2.46,20.8,9.85,0.063466301,1,0,2.7788192719904172,0.16367376242147152
500,16.8,39.69,0.585,6.027,79.7,2.64,20.8,6.236,0.052497379,1,0,2.7298116928837226,0.20243459342451153
501,22.4,41.93,0.573,6.593,69.1,2.64,19.0,9.348,0.056005681,1,0,2.367436065313662,0.060746967273100666
502,20.6,41.93,0.573,6.12,76.7,2.44,19.0,6.612,0.059903421,0,1,2.3105532626432224,0.04427522524990742
503,23.9,41.93,0.573,6.976,91.0,2.34,19.0,5.478,0.057572286,1,0,1.8931119634883424,0.058985632347870846
504,22.0,41.93,0.573,6.794,89.3,2.54,19.0,7.94,0.060694299,0,1,2.012232791986386,0.10399057772120515
505,19.0,41.93,0.573,6.03,80.8,2.72,19.0,10.28,0.060335899,0,1,2.1838015570040787,0.04632045026850422
