,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
4902,Collingwood,2,u,450000.0,S,Biggin,28/05/2016,1.6,3066.0,2.0,1.0,1.0,0.0,,1970.0,Yarra,-37.7988,144.9912,Northern Metropolitan,4553.0
4903,Collingwood,2,h,1015000.0,S,Nelson,8/10/2016,1.6,3066.0,2.0,1.0,0.0,117.0,,,Yarra,-37.7948,144.9861,Northern Metropolitan,4553.0
4904,Collingwood,1,u,372000.0,SP,Woodards,8/10/2016,1.6,3066.0,1.0,1.0,1.0,0.0,65.0,2005.0,Yarra,-37.809,144.9911,Northern Metropolitan,4553.0
4905,Collingwood,3,t,897500.0,S,Jellis,14/05/2016,1.6,3066.0,3.0,2.0,1.0,82.0,82.0,1995.0,Yarra,-37.7961,144.9873,Northern Metropolitan,4553.0
4906,Collingwood,2,h,855000.0,S,Jellis,12/11/2016,1.6,3066.0,2.0,1.0,0.0,130.0,80.0,1890.0,Yarra,-37.7953,144.9882,Northern Metropolitan,4553.0
4907,Collingwood,2,u,672000.0,S,Jellis,24/09/2016,1.6,3066.0,2.0,1.0,1.0,0.0,60.0,2002.0,Yarra,-37.8046,144.984,Northern Metropolitan,4553.0
4908,Collingwood,2,u,865000.0,PI,Biggin,14/05/2016,1.6,3066.0,2.0,2.0,1.0,0.0,,,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0
4909,Collingwood,1,u,452000.0,SP,Jellis,4/03/2017,1.6,3066.0,1.0,1.0,1.0,816.0,53.0,2000.0,Yarra,-37.802,144.9848,Northern Metropolitan,4553.0
4910,Collingwood,2,h,670000.0,S,Jellis,18/03/2017,1.6,3066.0,2.0,1.0,0.0,118.0,,,Yarra,-37.7976,144.993,Northern Metropolitan,4553.0
4911,Collingwood,1,u,430000.0,VB,Jellis,18/03/2017,1.6,3066.0,1.0,1.0,1.0,0.0,52.0,,Yarra,-37.8019,144.9845,Northern Metropolitan,4553.0
4912,Collingwood,2,u,515000.0,S,Peter,18/03/2017,1.6,3066.0,2.0,1.0,1.0,816.0,,,Yarra,-37.802,144.9848,Northern Metropolitan,4553.0
4913,Collingwood,2,h,1000000.0,SP,Peter,19/11/2016,1.6,3066.0,2.0,1.0,2.0,159.0,86.0,1880.0,Yarra,-37.7962,144.9887,Northern Metropolitan,4553.0
4914,Collingwood,3,h,1470000.0,S,Jellis,18/03/2017,1.6,3066.0,3.0,2.0,0.0,150.0,,,Yarra,-37.7968,144.9924,Northern Metropolitan,4553.0
4915,Collingwood,2,h,1095000.0,SP,Nelson,24/06/2017,2.0,3066.0,2.0,1.0,0.0,151.0,88.0,1900.0,Yarra,-37.79853,144.99256,Northern Metropolitan,4553.0
4916,Collingwood,3,t,887500.0,S,Peter,22/05/2016,1.6,3066.0,3.0,2.0,1.0,81.0,82.0,2000.0,Yarra,-37.7961,144.9874,Northern Metropolitan,4553.0
4917,Collingwood,2,u,713500.0,S,Jellis,22/08/2016,1.6,3066.0,2.0,2.0,1.0,1060.0,88.0,2010.0,Yarra,-37.7954,144.9868,Northern Metropolitan,4553.0
4918,Collingwood,3,u,1500000.0,S,Jellis,22/08/2016,1.6,3066.0,2.0,2.0,2.0,0.0,159.0,1920.0,Yarra,-37.8042,144.9845,Northern Metropolitan,4553.0
4919,Collingwood,2,u,683000.0,S,Biggin,17/09/2016,1.6,3066.0,2.0,1.0,1.0,0.0,92.0,1900.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0
4920,Collingwood,2,h,981000.0,S,Jellis,17/09/2016,1.6,3066.0,2.0,1.0,0.0,188.0,107.0,1900.0,Yarra,-37.7964,144.9923,Northern Metropolitan,4553.0
4921,Collingwood,1,u,461000.0,SP,Jellis,16/07/2016,1.6,3066.0,1.0,1.0,1.0,0.0,,,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0
4922,Collingwood,1,u,366000.0,S,Woodards,16/07/2016,1.6,3066.0,1.0,1.0,1.0,0.0,44.0,1970.0,Yarra,-37.796,144.9911,Northern Metropolitan,4553.0
4923,Collingwood,3,u,1470000.0,S,Nelson,16/04/2016,1.6,3066.0,3.0,2.0,2.0,0.0,,,Yarra,-37.8037,144.9846,Northern Metropolitan,4553.0
4924,Collingwood,3,h,1075000.0,S,hockingstuart,16/04/2016,1.6,3066.0,3.0,1.0,0.0,183.0,104.0,1880.0,Yarra,-37.7948,144.9875,Northern Metropolitan,4553.0
4925,Collingwood,2,h,1260000.0,S,Peter,15/10/2016,1.6,3066.0,2.0,1.0,2.0,116.0,,,Yarra,-37.8067,144.984,Northern Metropolitan,4553.0
4926,Collingwood,2,h,1265000.0,S,Jellis,14/05/2016,1.6,3066.0,3.0,1.0,1.0,282.0,112.0,1920.0,Yarra,-37.7985,144.9883,Northern Metropolitan,4553.0
4927,Collingwood,2,u,1215000.0,S,Jellis,24/09/2016,1.6,3066.0,3.0,2.0,1.0,0.0,,1895.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0
4928,Collingwood,2,u,800000.0,VB,Nelson,25/02/2017,1.6,3066.0,2.0,1.0,1.0,0.0,91.0,1900.0,Yarra,-37.8026,144.9848,Northern Metropolitan,4553.0
4929,Collingwood,2,u,910000.0,S,Jellis,4/03/2017,1.6,3066.0,2.0,1.0,1.0,0.0,97.0,1880.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0
4930,Collingwood,3,h,1300000.0,S,Jellis,16/09/2017,2.0,3066.0,3.0,1.0,1.0,112.0,,,Yarra,-37.79556,144.98873,Northern Metropolitan,4553.0
4931,Collingwood,3,t,1125000.0,SP,Nelson,4/03/2017,1.6,3066.0,3.0,2.0,2.0,0.0,151.0,2000.0,Yarra,-37.8083,144.9908,Northern Metropolitan,4553.0
4932,Collingwood,3,h,1297000.0,S,Dixon,8/07/2017,2.0,3066.0,3.0,2.0,0.0,186.0,137.0,1890.0,Yarra,-37.79557,144.99158,Northern Metropolitan,4553.0
4933,Collingwood,1,u,365000.0,SP,Jellis,8/07/2017,2.0,3066.0,1.0,1.0,0.0,0.0,46.0,1960.0,Yarra,-37.79597,144.99108,Northern Metropolitan,4553.0
4934,Collingwood,2,h,1080000.0,S,Nelson,22/07/2017,2.0,3066.0,2.0,1.0,0.0,0.0,94.0,1890.0,Yarra,-37.79589,144.98863,Northern Metropolitan,4553.0
4935,Collingwood,2,h,1025000.0,SP,Jellis,3/06/2017,2.0,3066.0,3.0,2.0,1.0,108.0,162.0,2005.0,Yarra,-37.79531,144.9863,Northern Metropolitan,4553.0
4936,Collingwood,2,u,561000.0,S,Raine,3/06/2017,2.0,3066.0,2.0,2.0,2.0,3701.0,,2005.0,Yarra,-37.80896,144.9911,Northern Metropolitan,4553.0
4937,Collingwood,2,h,1135000.0,S,Kay,27/05/2017,2.0,3066.0,2.0,1.0,0.0,144.0,80.0,1880.0,Yarra,-37.80298,144.98894,Northern Metropolitan,4553.0
4938,Collingwood,2,h,900000.0,VB,Jellis,27/05/2017,2.0,3066.0,2.0,1.0,0.0,139.0,78.0,1890.0,Yarra,-37.79812,144.98873,Northern Metropolitan,4553.0
4939,Collingwood,2,t,931000.0,S,Chambers,16/09/2017,2.0,3066.0,2.0,1.0,1.0,109.0,90.0,2001.0,Yarra,-37.79737,144.98492,Northern Metropolitan,4553.0
4940,Collingwood,3,u,950000.0,S,Jellis,4/03/2017,1.6,3066.0,3.0,2.0,1.0,15900.0,,,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0
4941,Collingwood,3,t,1308000.0,S,Jellis,8/04/2017,1.6,3066.0,3.0,1.0,2.0,125.0,,1990.0,Yarra,-37.7953,144.9864,Northern Metropolitan,4553.0
4942,Collingwood,2,t,945000.0,S,Jellis,8/04/2017,1.6,3066.0,2.0,1.0,1.0,15900.0,98.0,1880.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0
4943,Collingwood,1,u,550000.0,VB,hockingstuart,8/04/2017,1.6,3066.0,1.0,1.0,0.0,0.0,,1995.0,Yarra,-37.8053,144.9833,Northern Metropolitan,4553.0
4944,Collingwood,3,h,1309000.0,S,Nelson,13/05/2017,1.6,3066.0,3.0,1.0,0.0,168.0,,,Yarra,-37.7975,144.9924,Northern Metropolitan,4553.0
4945,Collingwood,2,u,535000.0,S,Nelson,6/05/2017,1.6,3066.0,2.0,1.0,1.0,0.0,63.0,1970.0,Yarra,-37.7981,144.9883,Northern Metropolitan,4553.0
4946,Collingwood,2,h,888000.0,S,Ray,20/05/2017,1.6,3066.0,2.0,1.0,0.0,112.0,100.0,1900.0,Yarra,-37.8001,144.9901,Northern Metropolitan,4553.0
4947,Collingwood,2,h,1430000.0,S,Jellis,4/03/2017,1.6,3066.0,2.0,1.0,0.0,231.0,,,Yarra,-37.7969,144.9905,Northern Metropolitan,4553.0
4948,Collingwood,2,h,1320000.0,S,Nelson,4/03/2017,1.6,3066.0,2.0,2.0,1.0,0.0,,,Yarra,-37.7969,144.9885,Northern Metropolitan,4553.0
4949,Collingwood,2,u,1250000.0,SP,Jellis,9/09/2017,2.0,3066.0,2.0,2.0,2.0,909.0,,,Yarra,-37.80236,144.98481999999996,Northern Metropolitan,4553.0
4950,Collingwood,3,h,1260000.0,S,Jellis,3/12/2016,1.6,3066.0,3.0,1.0,0.0,167.0,,1900.0,Yarra,-37.7962,144.9866,Northern Metropolitan,4553.0
4951,Collingwood,2,u,855000.0,S,Nelson,3/09/2016,1.6,3066.0,2.0,1.0,1.0,2886.0,122.0,1830.0,Yarra,-37.8042,144.9845,Northern Metropolitan,4553.0
4952,Collingwood,3,h,1300000.0,S,Peter,20/05/2017,1.6,3066.0,3.0,1.0,1.0,209.0,,,Yarra,-37.8011,144.9861,Northern Metropolitan,4553.0
4953,Collingwood,2,u,860000.0,PI,Jellis,30/07/2016,1.6,3066.0,2.0,2.0,1.0,0.0,114.0,1920.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0
4954,Collingwood,2,h,890000.0,S,LITTLE,3/09/2016,1.6,3066.0,2.0,1.0,1.0,178.0,70.0,1900.0,Yarra,-37.7974,144.9915,Northern Metropolitan,4553.0
4955,Collingwood,2,t,750000.0,S,Jellis,3/09/2016,1.6,3066.0,2.0,1.0,1.0,115.0,,,Yarra,-37.7968,144.9891,Northern Metropolitan,4553.0
4956,Collingwood,2,u,560000.0,S,Jellis,12/08/2017,2.0,3066.0,2.0,1.0,1.0,0.0,60.0,1975.0,Yarra,-37.79627,144.99229,Northern Metropolitan,4553.0
4957,Collingwood,1,u,365000.0,SP,Jellis,15/07/2017,2.0,3066.0,1.0,1.0,0.0,0.0,46.0,1960.0,Yarra,-37.79597,144.99108,Northern Metropolitan,4553.0
4958,Collingwood,3,u,1000000.0,SP,Caine,22/04/2017,1.6,3066.0,3.0,2.0,2.0,0.0,148.0,2005.0,Yarra,-37.8083,144.9908,Northern Metropolitan,4553.0
4959,Collingwood,2,u,1260000.0,S,Jellis,3/09/2016,1.6,3066.0,2.0,1.0,1.0,0.0,129.0,1900.0,Yarra,-37.8042,144.9845,Northern Metropolitan,4553.0
4960,Abbotsford,3,h,1000000.0,SP,Biggin,8/04/2017,2.5,3067.0,3.0,1.0,0.0,198.0,98.0,1900.0,Yarra,-37.8025,144.9939,Northern Metropolitan,4019.0
4961,Abbotsford,2,u,870000.0,S,Biggin,20/05/2017,2.5,3067.0,2.0,2.0,1.0,0.0,86.0,2013.0,Yarra,-37.8055,144.9961,Northern Metropolitan,4019.0
4962,Abbotsford,2,h,1050000.0,S,Jellis,29/04/2017,2.5,3067.0,2.0,1.0,0.0,129.0,128.0,1890.0,Yarra,-37.8099,145.0027,Northern Metropolitan,4019.0
4963,Abbotsford,3,h,1165000.0,S,Jellis,29/04/2017,2.5,3067.0,3.0,2.0,0.0,92.0,114.0,1888.0,Yarra,-37.797,144.9957,Northern Metropolitan,4019.0
4964,Abbotsford,2,u,750000.0,SP,Jellis,17/06/2017,3.0,3067.0,2.0,1.0,1.0,2379.0,69.0,2013.0,Yarra,-37.80554,144.99612,Northern Metropolitan,4019.0
4965,Abbotsford,2,u,480000.0,S,hockingstuart,17/06/2017,3.0,3067.0,2.0,1.0,1.0,601.0,64.0,1970.0,Yarra,-37.80915,145.00066,Northern Metropolitan,4019.0
4966,Abbotsford,3,h,855000.0,S,Nelson,24/06/2017,3.0,3067.0,3.0,2.0,1.0,92.0,116.0,2004.0,Yarra,-37.79683,144.99586000000005,Northern Metropolitan,4019.0
4967,Abbotsford,2,u,505000.0,PI,Nelson,27/05/2017,3.0,3067.0,2.0,1.0,1.0,0.0,38.0,1970.0,Yarra,-37.80206,145.00015,Northern Metropolitan,4019.0
4968,Abbotsford,3,h,1402500.0,S,Jellis,27/05/2017,3.0,3067.0,3.0,1.0,1.0,270.0,101.0,1960.0,Yarra,-37.8023,144.99615,Northern Metropolitan,4019.0
4969,Abbotsford,2,h,1242000.0,S,Nelson,29/04/2017,2.5,3067.0,2.0,1.0,1.0,249.0,98.0,1940.0,Yarra,-37.8052,144.9963,Northern Metropolitan,4019.0
4970,Abbotsford,2,h,1480000.0,S,Biggin,3/12/2016,2.5,3067.0,2.0,1.0,1.0,202.0,,,Yarra,-37.7996,144.9984,Northern Metropolitan,4019.0
4971,Abbotsford,2,h,1310000.0,S,Jellis,15/10/2016,2.5,3067.0,2.0,1.0,2.0,238.0,97.0,1890.0,Yarra,-37.809,144.9976,Northern Metropolitan,4019.0
4972,Abbotsford,2,h,911000.0,S,Purplebricks,22/07/2017,3.0,3067.0,2.0,1.0,0.0,141.0,,,Yarra,-37.80586,144.99499,Northern Metropolitan,4019.0
4973,Abbotsford,2,h,890000.0,S,Biggin,17/09/2016,2.5,3067.0,2.0,1.0,1.0,150.0,73.0,1985.0,Yarra,-37.8011,145.0004,Northern Metropolitan,4019.0
4974,Abbotsford,2,h,1315000.0,S,Marshall,19/11/2016,2.5,3067.0,2.0,1.0,0.0,147.0,85.0,1900.0,Yarra,-37.808,144.994,Northern Metropolitan,4019.0
4975,Abbotsford,4,h,1542000.0,S,Collins,24/09/2016,2.5,3067.0,4.0,3.0,1.0,0.0,,,Yarra,-37.7994,144.9965,Northern Metropolitan,4019.0
4976,Abbotsford,4,h,1330000.0,PI,Kay,18/03/2017,2.5,3067.0,4.0,2.0,2.0,780.0,135.0,1900.0,Yarra,-37.8073,144.9952,Northern Metropolitan,4019.0
4977,Abbotsford,2,h,1135000.0,S,Nelson,22/08/2016,2.5,3067.0,2.0,2.0,2.0,98.0,128.0,1920.0,Yarra,-37.8005,144.9952,Northern Metropolitan,4019.0
4978,Abbotsford,3,t,900000.0,S,Beller,18/03/2017,2.5,3067.0,3.0,2.0,2.0,0.0,,2010.0,Yarra,-37.8093,144.9959,Northern Metropolitan,4019.0
4979,Abbotsford,3,u,1090000.0,S,Jellis,18/03/2017,2.5,3067.0,3.0,2.0,2.0,4290.0,27.0,,Yarra,-37.8078,144.9965,Northern Metropolitan,4019.0
4980,Abbotsford,2,u,500000.0,S,Collins,18/06/2016,2.5,3067.0,2.0,1.0,1.0,0.0,60.0,1970.0,Yarra,-37.8015,144.9972,Northern Metropolitan,4019.0
4981,Abbotsford,2,h,1035000.0,S,Biggin,4/02/2016,2.5,3067.0,2.0,1.0,0.0,156.0,79.0,1900.0,Yarra,-37.8079,144.9934,Northern Metropolitan,4019.0
4982,Abbotsford,3,h,1290000.0,S,Biggin,25/02/2017,2.5,3067.0,3.0,1.0,1.0,168.0,124.0,1950.0,Yarra,-37.8007,144.9958,Northern Metropolitan,4019.0
4983,Abbotsford,3,h,1465000.0,SP,Biggin,4/03/2017,2.5,3067.0,3.0,2.0,0.0,134.0,150.0,1900.0,Yarra,-37.8093,144.9944,Northern Metropolitan,4019.0
4984,Abbotsford,3,h,1447500.0,PI,Nelson,22/08/2016,2.5,3067.0,3.0,3.0,1.0,166.0,174.0,2012.0,Yarra,-37.8017,145.0001,Northern Metropolitan,4019.0
4985,Abbotsford,1,u,426000.0,SP,Greg,22/08/2016,2.5,3067.0,1.0,1.0,1.0,0.0,,,Yarra,-37.8016,144.9988,Northern Metropolitan,4019.0
4986,Abbotsford,3,h,850000.0,PI,Biggin,4/03/2017,2.5,3067.0,3.0,2.0,1.0,94.0,,,Yarra,-37.7969,144.9969,Northern Metropolitan,4019.0
4987,Abbotsford,4,h,1600000.0,VB,Nelson,4/06/2016,2.5,3067.0,3.0,1.0,2.0,120.0,142.0,2014.0,Yarra,-37.8072,144.9941,Northern Metropolitan,4019.0
4988,Abbotsford,2,u,700000.0,VB,Jellis,12/11/2016,2.5,3067.0,2.0,2.0,1.0,0.0,,,Yarra,-37.811,145.0067,Northern Metropolitan,4019.0
4989,Abbotsford,4,t,1525000.0,S,Jellis,12/08/2017,3.0,3067.0,4.0,2.0,2.0,102.0,,,Yarra,-37.80116,145.00066,Northern Metropolitan,4019.0
4990,Abbotsford,3,h,1375000.0,S,hockingstuart,12/08/2017,3.0,3067.0,3.0,1.0,0.0,299.0,,,Yarra,-37.80125,144.99926000000005,Northern Metropolitan,4019.0
4991,Abbotsford,2,h,940000.0,S,Biggin,12/08/2017,3.0,3067.0,2.0,1.0,0.0,424.0,,,Yarra,-37.80911,144.99338999999995,Northern Metropolitan,4019.0
4992,Abbotsford,2,h,1030000.0,S,Biggin,30/07/2016,2.5,3067.0,2.0,1.0,1.0,172.0,81.0,1930.0,Yarra,-37.8086,144.9946,Northern Metropolitan,4019.0
4993,Abbotsford,3,h,1635000.0,S,Nelson,12/08/2017,3.0,3067.0,3.0,1.0,0.0,142.0,130.0,1880.0,Yarra,-37.80359,144.99538,Northern Metropolitan,4019.0
4994,Abbotsford,1,u,457000.0,S,Jellis,22/08/2016,2.5,3067.0,1.0,1.0,1.0,0.0,50.0,,Yarra,-37.8078,144.9965,Northern Metropolitan,4019.0
4995,Abbotsford,2,h,1190000.0,S,Biggin,22/07/2017,3.0,3067.0,2.0,2.0,1.0,147.0,175.0,2000.0,Yarra,-37.80269000000001,145.0001,Northern Metropolitan,4019.0
4996,Abbotsford,3,h,1290000.0,S,Biggin,25/02/2017,2.5,3067.0,3.0,2.0,2.0,147.0,18.0,,Yarra,-37.805,144.9943,Northern Metropolitan,4019.0
4997,Abbotsford,2,h,1180000.0,S,Jellis,27/11/2016,2.5,3067.0,2.0,1.0,0.0,162.0,91.0,1900.0,Yarra,-37.8016,144.9956,Northern Metropolitan,4019.0
4998,Abbotsford,2,h,1012500.0,S,Nelson,28/05/2016,2.5,3067.0,2.0,1.0,0.0,182.0,82.0,1900.0,Yarra,-37.8021,144.9976,Northern Metropolitan,4019.0
4999,Abbotsford,2,h,1097000.0,S,Biggin,8/10/2016,2.5,3067.0,3.0,1.0,2.0,220.0,75.0,1900.0,Yarra,-37.801,144.9989,Northern Metropolitan,4019.0
5000,Abbotsford,1,u,300000.0,S,Biggin,8/10/2016,2.5,3067.0,1.0,1.0,1.0,0.0,,,Yarra,-37.8008,144.9973,Northern Metropolitan,4019.0
5001,Abbotsford,2,h,1636000.0,S,Nelson,8/10/2016,2.5,3067.0,2.0,1.0,2.0,256.0,107.0,1890.0,Yarra,-37.806,144.9954,Northern Metropolitan,4019.0
5002,Abbotsford,3,h,1876000.0,S,Nelson,7/05/2016,2.5,3067.0,4.0,2.0,0.0,245.0,210.0,1910.0,Yarra,-37.8024,144.9993,Northern Metropolitan,4019.0
5003,Abbotsford,2,h,941000.0,S,Jellis,7/05/2016,2.5,3067.0,2.0,1.0,0.0,181.0,,,Yarra,-37.8041,144.9953,Northern Metropolitan,4019.0
5004,Abbotsford,3,h,1195000.0,SP,Jellis,27/11/2016,2.5,3067.0,3.0,2.0,1.0,120.0,128.0,1998.0,Yarra,-37.8022,144.9954,Northern Metropolitan,4019.0
5005,Abbotsford,3,h,1000000.0,PI,Biggin,19/08/2017,3.0,3067.0,3.0,1.0,2.0,196.0,,1900.0,Yarra,-37.80094,144.99569,Northern Metropolitan,4019.0
5006,Abbotsford,1,u,470000.0,S,Nelson,26/07/2016,2.5,3067.0,1.0,1.0,1.0,0.0,50.0,2013.0,Yarra,-37.8055,144.9961,Northern Metropolitan,4019.0
5007,Abbotsford,3,h,1350000.0,VB,Nelson,12/11/2016,2.5,3067.0,3.0,2.0,2.0,214.0,190.0,2005.0,Yarra,-37.8085,144.9964,Northern Metropolitan,4019.0
5008,Abbotsford,2,h,1100000.0,PI,Biggin,18/06/2016,2.5,3067.0,2.0,2.0,1.0,124.0,135.0,2013.0,Yarra,-37.8079,144.9977,Northern Metropolitan,4019.0
5009,Abbotsford,2,h,1172500.0,S,Biggin,13/08/2016,2.5,3067.0,2.0,1.0,1.0,195.0,,,Yarra,-37.8084,144.9973,Northern Metropolitan,4019.0
5010,Abbotsford,1,u,441000.0,SP,Greg,14/05/2016,2.5,3067.0,1.0,1.0,1.0,0.0,,,Yarra,-37.8016,144.9988,Northern Metropolitan,4019.0
5011,Abbotsford,3,h,955000.0,S,Collins,17/09/2016,2.5,3067.0,3.0,1.0,0.0,183.0,,,Yarra,-37.8022,144.9975,Northern Metropolitan,4019.0
5012,Abbotsford,3,h,1176500.0,S,LITTLE,16/07/2016,2.5,3067.0,2.0,1.0,1.0,138.0,105.0,1890.0,Yarra,-37.8021,144.9965,Northern Metropolitan,4019.0
5013,Abbotsford,3,h,1200000.0,S,Jellis,16/07/2016,2.5,3067.0,3.0,2.0,1.0,113.0,110.0,1880.0,Yarra,-37.8056,144.993,Northern Metropolitan,4019.0
5014,Abbotsford,2,u,550000.0,S,hockingstuart,8/07/2017,3.0,3067.0,2.0,1.0,1.0,1521.0,,,Yarra,-37.8114,145.01163,Northern Metropolitan,4019.0
5015,Abbotsford,2,u,750000.0,S,Biggin,12/11/2016,2.5,3067.0,2.0,2.0,1.0,0.0,94.0,2009.0,Yarra,-37.8078,144.9965,Northern Metropolitan,4019.0
5016,Clifton Hill,2,h,700000.0,VB,Nelson,20/05/2017,3.4,3068.0,2.0,1.0,0.0,194.0,,,Yarra,-37.7938,144.989,Northern Metropolitan,2954.0
5017,Fitzroy North,2,u,720000.0,S,Woodards,10/12/2016,3.5,3068.0,2.0,2.0,1.0,4296.0,,2011.0,Yarra,-37.7846,144.9785,Northern Metropolitan,6244.0
5018,Fitzroy North,2,h,1055000.0,S,Harrington,10/12/2016,3.5,3068.0,2.0,1.0,0.0,122.0,,,Yarra,-37.7818,144.9863,Northern Metropolitan,6244.0
5019,Fitzroy North,4,h,1450000.0,VB,Nelson,3/09/2016,3.5,3068.0,4.0,2.0,1.0,266.0,175.0,1950.0,Yarra,-37.7797,144.9861,Northern Metropolitan,6244.0
5020,Fitzroy North,2,t,1054000.0,S,Chambers,10/09/2016,3.5,3068.0,2.0,2.0,1.0,0.0,,,Yarra,-37.7903,144.9859,Northern Metropolitan,6244.0
5021,Fitzroy North,1,u,358500.0,SP,Jellis,4/03/2017,3.5,3068.0,1.0,1.0,1.0,0.0,40.0,1975.0,Yarra,-37.7925,144.9786,Northern Metropolitan,6244.0
5022,Fitzroy North,3,h,1371000.0,S,Nelson,10/09/2016,3.5,3068.0,2.0,1.0,1.0,197.0,128.0,1900.0,Yarra,-37.7835,144.9816,Northern Metropolitan,6244.0
5023,Fitzroy North,3,t,1015000.0,S,Collins,8/10/2016,3.5,3068.0,3.0,2.0,1.0,112.0,145.0,2000.0,Yarra,-37.7912,144.9825,Northern Metropolitan,6244.0
5024,Fitzroy North,2,h,1008000.0,S,LITTLE,6/08/2016,3.5,3068.0,2.0,1.0,1.0,150.0,77.0,1890.0,Yarra,-37.7833,144.9819,Northern Metropolitan,6244.0
5025,Fitzroy North,3,h,2170000.0,S,Nelson,4/03/2017,3.5,3068.0,3.0,2.0,1.0,177.0,,,Yarra,-37.7851,144.9934,Northern Metropolitan,6244.0
5026,Fitzroy North,2,u,700000.0,SP,Collins,4/03/2017,3.5,3068.0,2.0,2.0,2.0,4296.0,,2011.0,Yarra,-37.7846,144.9785,Northern Metropolitan,6244.0
5027,Fitzroy North,2,t,930000.0,S,Nelson,3/09/2016,3.5,3068.0,2.0,3.0,0.0,2778.0,3558.0,,Yarra,-37.7903,144.9859,Northern Metropolitan,6244.0
5028,Fitzroy North,2,h,770000.0,SA,Nicholson,4/06/2016,3.5,3068.0,2.0,2.0,1.0,134.0,151.0,1905.0,Yarra,-37.7916,144.9784,Northern Metropolitan,6244.0
5029,Clifton Hill,2,h,700000.0,PI,hockingstuart,3/06/2017,3.6,3068.0,2.0,2.0,1.0,533.0,,,Yarra,-37.79443,144.9995,Northern Metropolitan,2954.0
5030,Fitzroy North,3,h,1000000.0,VB,Nelson,4/03/2017,3.5,3068.0,3.0,1.0,0.0,249.0,,,Yarra,-37.7754,144.9806,Northern Metropolitan,6244.0
5031,Fitzroy North,2,h,990000.0,S,Nelson,12/06/2016,3.5,3068.0,2.0,1.0,0.0,145.0,,,Yarra,-37.791,144.9779,Northern Metropolitan,6244.0
5032,Fitzroy North,3,h,1655000.0,S,Nelson,10/12/2016,3.5,3068.0,3.0,1.0,0.0,176.0,,1900.0,Yarra,-37.7892,144.9773,Northern Metropolitan,6244.0
5033,Fitzroy North,2,u,675000.0,SP,Nelson,18/03/2017,3.5,3068.0,2.0,1.0,2.0,0.0,92.0,2010.0,Yarra,-37.7918,144.9824,Northern Metropolitan,6244.0
5034,Fitzroy North,4,t,1700000.0,VB,Jellis,18/03/2017,3.5,3068.0,4.0,3.0,2.0,127.0,209.0,2008.0,Yarra,-37.7855,144.9789,Northern Metropolitan,6244.0
5035,Fitzroy North,2,h,875000.0,S,Jellis,18/06/2016,3.5,3068.0,2.0,1.0,0.0,106.0,,,Yarra,-37.7823,144.9864,Northern Metropolitan,6244.0
5036,Clifton Hill,2,h,973000.0,S,Collins,12/08/2017,3.6,3068.0,2.0,1.0,0.0,163.0,,,Yarra,-37.793,144.98763,Northern Metropolitan,2954.0
5037,Fitzroy North,3,t,1080000.0,S,Jellis,19/11/2016,3.5,3068.0,3.0,2.0,1.0,77.0,133.0,2016.0,Yarra,-37.7923,144.9776,Northern Metropolitan,6244.0
5038,Fitzroy North,3,h,1851000.0,S,Nelson,19/11/2016,3.5,3068.0,3.0,1.0,1.0,225.0,,,Yarra,-37.7852,144.9868,Northern Metropolitan,6244.0
5039,Fitzroy North,3,u,674000.0,S,Chambers,18/03/2017,3.5,3068.0,3.0,1.0,1.0,0.0,,,Yarra,-37.7899,144.9869,Northern Metropolitan,6244.0
5040,Fitzroy North,2,h,1222500.0,S,Chambers,19/11/2016,3.5,3068.0,2.0,1.0,2.0,487.0,105.0,1940.0,Moreland,-37.7737,144.9822,Northern Metropolitan,6244.0
5041,Fitzroy North,2,h,1232000.0,S,Jellis,19/11/2016,3.5,3068.0,2.0,1.0,0.0,0.0,,,Yarra,-37.7848,144.9806,Northern Metropolitan,6244.0
5042,Fitzroy North,1,h,899000.0,S,Jellis,22/05/2016,3.5,3068.0,2.0,1.0,0.0,153.0,,,Yarra,-37.7851,144.9784,Northern Metropolitan,6244.0
5043,Fitzroy North,3,h,2300000.0,S,Nelson,23/04/2016,3.5,3068.0,4.0,1.0,2.0,475.0,,,Yarra,-37.7786,144.9846,Northern Metropolitan,6244.0
5044,Fitzroy North,2,h,937500.0,S,Jellis,23/04/2016,3.5,3068.0,2.0,1.0,0.0,100.0,72.0,1890.0,Yarra,-37.788,144.9791,Northern Metropolitan,6244.0
5045,Fitzroy North,3,h,1710000.0,S,Collins,24/09/2016,3.5,3068.0,3.0,2.0,0.0,357.0,,1880.0,Yarra,-37.7778,144.9824,Northern Metropolitan,6244.0
